chr1	0	229585693	248956422	0.922192
chr1	1	19370729	248956422	0.0778077
chr10	0	126418349	133797422	0.944849
chr10	1	7379073	133797422	0.0551511
chr11	0	128305790	135086622	0.949804
chr11	1	6780832	135086622	0.0501962
chr12	0	124189904	133275309	0.93183
chr12	1	9085405	133275309	0.0681702
chr13	0	108690921	114364328	0.950392
chr13	1	5673407	114364328	0.0496082
chr14	0	101527771	107043718	0.94847
chr14	1	5515947	107043718	0.0515299
chr15	0	94212505	101991189	0.923732
chr15	1	7778684	101991189	0.0762682
chr16	0	80055439	90338345	0.886173
chr16	1	10282906	90338345	0.113827
chr17	0	75383178	83257441	0.905423
chr17	1	7874263	83257441	0.0945773
chr18	0	73715606	80373285	0.917166
chr18	1	6657679	80373285	0.0828345
chr19	0	53955058	58617616	0.920458
chr19	1	4662558	58617616	0.0795419
chr2	0	223605236	242193529	0.92325
chr2	1	18588293	242193529	0.0767497
chr20	0	60738924	64444167	0.942505
chr20	1	3705243	64444167	0.0574954
chr21	0	43820339	46709983	0.938136
chr21	1	2889644	46709983	0.0618635
chr22	0	47357754	50818468	0.9319
chr22	1	3460714	50818468	0.0680995
chr3	0	183777937	198295559	0.926788
chr3	1	14517622	198295559	0.073212
chr4	0	182173956	190214555	0.957729
chr4	1	8040599	190214555	0.0422712
chr5	0	171434390	181538259	0.944343
chr5	1	10103869	181538259	0.055657
chr6	0	159529449	170805979	0.93398
chr6	1	11276530	170805979	0.0660195
chr7	0	143971355	159345973	0.903514
chr7	1	15374618	159345973	0.0964858
chr8	0	137639361	145138636	0.94833
chr8	1	7499275	145138636	0.0516697
chr9	0	129803279	138394717	0.937921
chr9	1	8591438	138394717	0.0620792
chrX	0	139440220	156040895	0.893613
chrX	1	16600675	156040895	0.106387
chrY	0	57227415	57227415	1
chrM	0	16569	16569	1
genome	0	2876576398	3088286401	0.931447
genome	1	211710003	3088286401	0.0685526
