chr1	0	225296745	248956422	0.904965
chr1	1	23659677	248956422	0.0950354
chr10	0	121451836	133797422	0.907729
chr10	1	12345586	133797422	0.0922707
chr11	0	122887556	135086622	0.909694
chr11	1	12199066	135086622	0.0903055
chr12	0	121312737	133275309	0.910242
chr12	1	11962572	133275309	0.0897584
chr13	0	109169300	114364328	0.954575
chr13	1	5195028	114364328	0.0454252
chr14	0	99122297	107043718	0.925998
chr14	1	7921421	107043718	0.0740017
chr15	0	92580697	101991189	0.907732
chr15	1	9410492	101991189	0.0922677
chr16	0	81348935	90338345	0.900492
chr16	1	8989410	90338345	0.0995082
chr17	0	75913016	83257441	0.911787
chr17	1	7344425	83257441	0.0882134
chr18	0	74700805	80373285	0.929423
chr18	1	5672480	80373285	0.0705767
chr19	0	51586312	58617616	0.880048
chr19	1	7031304	58617616	0.119952
chr2	0	221212716	242193529	0.913372
chr2	1	20980813	242193529	0.0866283
chr20	0	59143612	64444167	0.91775
chr20	1	5300555	64444167	0.0822503
chr21	0	44440038	46709983	0.951403
chr21	1	2269945	46709983	0.0485966
chr22	0	46462174	50818468	0.914277
chr22	1	4356294	50818468	0.0857227
chr3	0	182485067	198295559	0.920268
chr3	1	15810492	198295559	0.079732
chr4	0	177422468	190214555	0.932749
chr4	1	12792087	190214555	0.0672508
chr5	0	168495412	181538259	0.928154
chr5	1	13042847	181538259	0.0718463
chr6	0	154926673	170805979	0.907033
chr6	1	15879306	170805979	0.0929669
chr7	0	141359109	159345973	0.887121
chr7	1	17986864	159345973	0.112879
chr8	0	133653890	145138636	0.92087
chr8	1	11484746	145138636	0.0791295
chr9	0	130699639	138394717	0.944398
chr9	1	7695078	138394717	0.0556024
chrM	0	3265	16569	0.197055
chrM	1	13304	16569	0.802945
chrX	0	144061480	156040895	0.923229
chrX	1	11979415	156040895	0.076771
chrY	0	57227415	57227415	1
genome	0	2836963194	3088286401	0.91862
genome	1	251323207	3088286401	0.0813795
